name,type,value,date
樊振东,中国,3214,2016-06
许昕,中国,3143,2016-06
张继科,中国,3054,2016-06
奥恰洛夫,德国,3001,2016-06
水谷隼,日本,2868,2016-06
庄智渊,中国台湾,2851,2016-06
黄镇廷,中国香港,2726,2016-06
萨姆索诺夫,白俄罗斯,2649,2016-06
蒂姆·波尔,德国,2615,2016-06
马龙,中国,3340,2016-07
樊振东,中国,3291,2016-07
许昕,中国,3278,2016-07
张继科,中国,3084,2016-07
奥恰洛夫,德国,2983,2016-07
水谷隼,日本,2951,2016-07
庄智渊,中国台湾,2879,2016-07
黄镇廷,中国香港,2789,2016-07
萨姆索诺夫,白俄罗斯,2674,2016-07
郑荣植,韩国,2671,2016-07
马龙,中国,3340,2016-08
樊振东,中国,3291,2016-08
许昕,中国,3278,2016-08
张继科,中国,3084,2016-08
奥恰洛夫,德国,2983,2016-08
水谷隼,日本,2936,2016-08
庄智渊,中国台湾,2879,2016-08
黄镇廷,中国香港,2789,2016-08
萨姆索诺夫,白俄罗斯,2674,2016-08
方博,中国,2656,2016-08
马龙,中国,3384,2016-09
樊振东,中国,3255,2016-09
许昕,中国,3208,2016-09
张继科,中国,3136,2016-09
水谷隼,日本,3103,2016-09
奥恰洛夫,德国,3033,2016-09
庄智渊,中国台湾,2819,2016-09
萨姆索诺夫,白俄罗斯,2754,2016-09
黄镇廷,中国香港,2728,2016-09
郑荣植,韩国,2644,2016-09
马龙,中国,3453,2016-10
樊振东,中国,3304,2016-10
许昕,中国,3184,2016-10
张继科,中国,3158,2016-10
水谷隼,日本,3067,2016-10
奥恰洛夫,德国,2965,2016-10
黄镇廷,中国香港,2779,2016-10
庄智渊,中国台湾,2775,2016-10
萨姆索诺夫,白俄罗斯,2764,2016-10
郑荣植,韩国,2616,2016-10
马龙,中国,3412,2016-11
樊振东,中国,3296,2016-11
许昕,中国,3211,2016-11
张继科,中国,3134,2016-11
水谷隼,日本,3015,2016-11
奥恰洛夫,德国,2895,2016-11
黄镇廷,中国香港,2822,2016-11
萨姆索诺夫,白俄罗斯,2772,2016-11
庄智渊,中国台湾,2729,2016-11
郑荣植,韩国,2658,2016-11
马龙,中国,3412,2016-12
樊振东,中国,3260,2016-12
许昕,中国,3179,2016-12
张继科,中国,3118,2016-12
水谷隼,日本,3003,2016-12
奥恰洛夫,德国,2910,2016-12
黄镇廷,中国香港,2822,2016-12
萨姆索诺夫,白俄罗斯,2772,2016-12
庄智渊,中国台湾,2709,2016-12
郑荣植,韩国,2658,2016-12
马龙,中国,3430,2017-01
樊振东,中国,3272,2017-01
许昕,中国,3177,2017-01
张继科,中国,3082,2017-01
水谷隼,日本,2982,2017-01
奥恰洛夫,德国,2913,2017-01
黄镇廷,中国香港,2834,2017-01
萨姆索诺夫,白俄罗斯,2751,2017-01
郑荣植,韩国,2729,2017-01
庄智渊,中国台湾,2708,2017-01
马龙,中国,3376,2017-02
樊振东,中国,3272,2017-02
许昕,中国,3177,2017-02
水谷隼,日本,2982,2017-02
奥恰洛夫,德国,2883,2017-02
黄镇廷,中国香港,2810,2017-02
郑荣植,韩国,2711,2017-02
萨姆索诺夫,白俄罗斯,2700,2017-02
庄智渊,中国台湾,2630,2017-02
蒂姆·波尔,德国,2604,2017-02
马龙,中国,3445,2017-03
樊振东,中国,3319,2017-03
许昕,中国,3180,2017-03
张继科,中国,3048,2017-03
奥恰洛夫,德国,2960,2017-03
水谷隼,日本,2951,2017-03
黄镇廷,中国香港,2829,2017-03
郑荣植,韩国,2708,2017-03
庄智渊,中国台湾,2704,2017-03
方博,中国,2665,2017-03
马龙,中国,3343,2017-04
樊振东,中国,3235,2017-04
许昕,中国,3108,2017-04
张继科,中国,2964,2017-04
奥恰洛夫,德国,2894,2017-04
水谷隼,日本,2881,2017-04
黄镇廷,中国香港,2775,2017-04
郑荣植,韩国,2666,2017-04
方博,中国,2665,2017-04
庄智渊,中国台湾,2656,2017-04
马龙,中国,3335,2017-05
樊振东,中国,3279,2017-05
许昕,中国,3078,2017-05
张继科,中国,2957,2017-05
奥恰洛夫,德国,2862,2017-05
水谷隼,日本,2835,2017-05
黄镇廷,中国香港,2752,2017-05
蒂姆·波尔,德国,2694,2017-05
方博,中国,2665,2017-05
庄智渊,中国台湾,2651,2017-05
马龙,中国,3437,2017-06
樊振东,中国,3346,2017-06
许昕,中国,3129,2017-06
张继科,中国,2953,2017-06
奥恰洛夫,德国,2880,2017-06
水谷隼,日本,2807,2017-06
黄镇廷,中国香港,2792,2017-06
蒂姆·波尔,德国,2754,2017-06
丹羽孝希,日本,2746,2017-06
庄智渊,中国台湾,2690,2017-06
马龙,中国,3427,2017-07
樊振东,中国,3309,2017-07
许昕,中国,3072,2017-07
奥恰洛夫,德国,2965,2017-07
张继科,中国,2893,2017-07
蒂姆·波尔,德国,2793,2017-07
水谷隼,日本,2790,2017-07
黄镇廷,中国香港,2783,2017-07
丹羽孝希,日本,2779,2017-07
方博,中国,2645,2017-07
马龙,中国,3427,2017-08
樊振东,中国,3309,2017-08
许昕,中国,3072,2017-08
奥恰洛夫,德国,2965,2017-08
张继科,中国,2893,2017-08
水谷隼,日本,2800,2017-08
蒂姆·波尔,德国,2793,2017-08
黄镇廷,中国香港,2783,2017-08
丹羽孝希,日本,2779,2017-08
萨姆索诺夫,白俄罗斯,2732,2017-08
马龙,中国,3355,2017-09
樊振东,中国,3309,2017-09
许昕,中国,3072,2017-09
奥恰洛夫,德国,2975,2017-09
张继科,中国,2829,2017-09
蒂姆·波尔,德国,2793,2017-09
黄镇廷,中国香港,2751,2017-09
水谷隼,日本,2744,2017-09
丹羽孝希,日本,2739,2017-09
萨姆索诺夫,白俄罗斯,2684,2017-09
马龙,中国,3307,2017-10
樊振东,中国,3255,2017-10
许昕,中国,3042,2017-10
奥恰洛夫,德国,2959,2017-10
蒂姆·波尔,德国,2805,2017-10
张继科,中国,2793,2017-10
水谷隼,日本,2779,2017-10
丹羽孝希,日本,2750,2017-10
林高远,中国,2716,2017-10
黄镇廷,中国香港,2682,2017-10
马龙,中国,3323,2017-11
樊振东,中国,3201,2017-11
奥恰洛夫,德国,3011,2017-11
蒂姆·波尔,德国,2902,2017-11
丹羽孝希,日本,2803,2017-11
水谷隼,日本,2789,2017-11
林高远,中国,2751,2017-11
西蒙·高茨,法国,2686,2017-11
松平健太,日本,2666,2017-11
方博,中国,2662,2017-11
马龙,中国,3323,2017-12
樊振东,中国,3254,2017-12
奥恰洛夫,德国,3106,2017-12
许昕,中国,3078,2017-12
蒂姆·波尔,德国,2971,2017-12
林高远,中国,2806,2017-12
水谷隼,日本,2804,2017-12
丹羽孝希,日本,2800,2017-12
张继科,中国,2787,2017-12
李尚洙,韩国,2739,2017-12
奥恰洛夫,德国,16545,2018-01
樊振东,中国,15870,2018-01
蒂姆·波尔,德国,15165,2018-01
林高远,中国,14244,2018-01
许昕,中国,13810,2018-01
丹羽孝希,日本,13155,2018-01
黄镇廷,中国香港,13040,2018-01
马龙,中国,13040,2018-01
西蒙·高茨,法国,12758,2018-01
松平健太,日本,11835,2018-01
奥恰洛夫,德国,16545,2018-02
樊振东,中国,16320,2018-02
蒂姆·波尔,德国,15165,2018-02
林高远,中国,13974,2018-02
许昕,中国,13810,2018-02
丹羽孝希,日本,13155,2018-02
马龙,中国,13040,2018-02
黄镇廷,中国香港,13040,2018-02
西蒙·高茨,法国,12758,2018-02
松平健太,日本,11835,2018-02
蒂姆·波尔,德国,15705,2018-03
樊振东,中国,15645,2018-03
奥恰洛夫,德国,15465,2018-03
林高远,中国,13974,2018-03
许昕,中国,13720,2018-03
黄镇廷,中国香港,12890,2018-03
丹羽孝希,日本,12840,2018-03
西蒙·高茨,法国,12398,2018-03
马龙,中国,11990,2018-03
松平健太,日本,11835,2018-03
樊振东,中国,16545,2018-04
蒂姆·波尔,德国,15705,2018-04
奥恰洛夫,德国,15465,2018-04
许昕,中国,14935,2018-04
林高远,中国,14514,2018-04
马龙,中国,14240,2018-04
黄镇廷,中国香港,13985,2018-04
李尚洙,韩国,12945,2018-04
丹羽孝希,日本,12930,2018-04
西蒙·高茨,法国,12893,2018-04
樊振东,中国,17001,2018-05
奥恰洛夫,德国,15815,2018-05
蒂姆·波尔,德国,15655,2018-05
许昕,中国,14935,2018-05
林高远,中国,14514,2018-05
马龙,中国,13590,2018-05
黄镇廷,中国香港,13485,2018-05
李尚洙,韩国,13059,2018-05
丹羽孝希,日本,12781,2018-05
张本智和,日本,12764,2018-05
樊振东,中国,17226,2018-06
马龙,中国,15840,2018-06
奥恰洛夫,德国,15815,2018-06
蒂姆·波尔,德国,15655,2018-06
林高远,中国,14964,2018-06
许昕,中国,14935,2018-06
黄镇廷,中国香港,13485,2018-06
李尚洙,韩国,13284,2018-06
丹羽孝希,日本,13065,2018-06
张本智和,日本,13034,2018-06
樊振东,中国,17001,2018-07
蒂姆·波尔,德国,15205,2018-07
林高远,中国,14964,2018-07
奥恰洛夫,德国,14465,2018-07
许昕,中国,13735,2018-07
马龙,中国,13500,2018-07
李尚洙,韩国,13149,2018-07
张本智和,日本,13034,2018-07
黄镇廷,中国香港,12969,2018-07
雨果·卡尔德拉诺,巴西,12680,2018-07
樊振东,中国,17001,2018-08
许昕,中国,15385,2018-08
蒂姆·波尔,德国,15205,2018-08
林高远,中国,15189,2018-08
奥恰洛夫,德国,14915,2018-08
张本智和,日本,13584,2018-08
马龙,中国,13500,2018-08
李尚洙,韩国,13374,2018-08
雨果·卡尔德拉诺,巴西,13355,2018-08
黄镇廷,中国香港,12969,2018-08
樊振东,中国,17001,2018-09
许昕,中国,15610,2018-09
林高远,中国,15189,2018-09
蒂姆·波尔,德国,15025,2018-09
奥恰洛夫,德国,14375,2018-09
马龙,中国,13950,2018-09
李尚洙,韩国,13374,2018-09
张本智和,日本,13314,2018-09
黄镇廷,中国香港,12969,2018-09
雨果·卡尔德拉诺,巴西,12815,2018-09
樊振东,中国,17001,2018-10
许昕,中国,15610,2018-10
蒂姆·波尔,德国,15025,2018-10
奥恰洛夫,德国,14375,2018-10
林高远,中国,14296,2018-10
马龙,中国,13950,2018-10
李尚洙,韩国,13374,2018-10
张本智和,日本,13314,2018-10
黄镇廷,中国香港,12969,2018-10
丹羽孝希,日本,12151,2018-10
樊振东,中国,17751,2018-11
许昕,中国,15610,2018-11
蒂姆·波尔,德国,15025,2018-11
林高远,中国,14551,2018-11
奥恰洛夫,德国,13738,2018-11
张本智和,日本,13725,2018-11
李尚洙,韩国,13629,2018-11
黄镇廷,中国香港,13215,2018-11
雨果·卡尔德拉诺,巴西,12515,2018-11
丹羽孝希,日本,12151,2018-11
樊振东,中国,17751,2018-12
许昕,中国,15835,2018-12
蒂姆·波尔,德国,14575,2018-12
林高远,中国,14341,2018-12
张本智和,日本,13860,2018-12
雨果·卡尔德拉诺,巴西,13190,2018-12
李尚洙,韩国,13179,2018-12
黄镇廷,中国香港,12924,2018-12
奥恰洛夫,德国,12748,2018-12
丹羽孝希,日本,12466,2018-12
樊振东,中国,17001,2019-01
许昕,中国,15835,2019-01
张本智和,日本,14625,2019-01
林高远,中国,14596,2019-01
蒂姆·波尔,德国,14065,2019-01
雨果·卡尔德拉诺,巴西,13955,2019-01
李尚洙,韩国,13359,2019-01
黄镇廷,中国香港,12669,2019-01
丹羽孝希,日本,12466,2019-01
水谷隼,日本,12165,2019-01
樊振东,中国,17001,2019-02
许昕,中国,15835,2019-02
林高远,中国,15031,2019-02
张本智和,日本,14625,2019-02
蒂姆·波尔,德国,14065,2019-02
雨果·卡尔德拉诺,巴西,13790,2019-02
李尚洙,韩国,13359,2019-02
黄镇廷,中国香港,12669,2019-02
丹羽孝希,日本,12466,2019-02
水谷隼,日本,12165,2019-02
樊振东,中国,17001,2019-03
许昕,中国,15835,2019-03
林高远,中国,15031,2019-03
张本智和,日本,14625,2019-03
蒂姆·波尔,德国,14065,2019-03
雨果·卡尔德拉诺,巴西,13790,2019-03
李尚洙,韩国,13359,2019-03
黄镇廷,中国香港,12669,2019-03
丹羽孝希,日本,12466,2019-03
水谷隼,日本,12165,2019-03
樊振东,中国,16536,2019-04
许昕,中国,15095,2019-04
林高远,中国,15031,2019-04
张本智和,日本,14490,2019-04
蒂姆·波尔,德国,13840,2019-04
李尚洙,韩国,13359,2019-04
雨果·卡尔德拉诺,巴西,12665,2019-04
丹羽孝希,日本,12196,2019-04
梁靖崑,中国,12089,2019-04
张宇镇,韩国,11939,2019-04
樊振东,中国,15230,2019-05
林高远,中国,14400,2019-05
许昕,中国,14045,2019-05
张本智和,日本,13740,2019-05
马龙,中国,13260,2019-05
梁靖崑,中国,13139,2019-05
蒂姆·波尔,德国,12940,2019-05
雨果·卡尔德拉诺,巴西,12365,2019-05
张宇镇,韩国,11939,2019-05
李尚洙,韩国,11865,2019-05
樊振东,中国,14405,2019-06
林高远,中国,14400,2019-06
许昕,中国,14160,2019-06
张本智和,日本,13855,2019-06
马龙,中国,13260,2019-06
蒂姆·波尔,德国,12715,2019-06
梁靖崑,中国,12689,2019-06
雨果·卡尔德拉诺,巴西,12365,2019-06
马蒂亚斯·法尔克,瑞典,11775,2019-06
张宇镇,韩国,11309,2019-06
许昕,中国,14945,2019-07
林高远,中国,14835,2019-07
樊振东,中国,14670,2019-07
张本智和,日本,13495,2019-07
马龙,中国,13125,2019-07
梁靖崑,中国,12804,2019-07
雨果·卡尔德拉诺,巴西,12590,2019-07
蒂姆·波尔,德国,12325,2019-07
马蒂亚斯·法尔克,瑞典,11595,2019-07
张宇镇,韩国,11534,2019-07
许昕,中国,15980,2019-08
樊振东,中国,15470,2019-08
马龙,中国,14955,2019-08
林高远,中国,14900,2019-08
张本智和,日本,13345,2019-08
雨果·卡尔德拉诺,巴西,12540,2019-08
马蒂亚斯·法尔克,瑞典,12340,2019-08
蒂姆·波尔,德国,12325,2019-08
梁靖崑,中国,12190,2019-08
丹羽孝希,日本,11200,2019-08
许昕,中国,15645,2019-09
樊振东,中国,15200,2019-09
马龙,中国,14955,2019-09
林高远,中国,14660,2019-09
张本智和,日本,13465,2019-09
雨果·卡尔德拉诺,巴西,12790,2019-09
蒂姆·波尔,德国,12445,2019-09
梁靖崑,中国,12190,2019-09
马蒂亚斯·法尔克,瑞典,12140,2019-09
林昀儒,中国台湾,11055,2019-09
许昕,中国,15980,2019-10
樊振东,中国,15200,2019-10
马龙,中国,14955,2019-10
林高远,中国,14885,2019-10
张本智和,日本,13465,2019-10
雨果·卡尔德拉诺,巴西,12790,2019-10
蒂姆·波尔,德国,12445,2019-10
梁靖崑,中国,12190,2019-10
马蒂亚斯·法尔克,瑞典,12140,2019-10
林昀儒,中国台湾,11055,2019-10
樊振东,中国,16250,2019-11
许昕,中国,16160,2019-11
林高远,中国,14975,2019-11
马龙,中国,14955,2019-11
张本智和,日本,13465,2019-11
雨果·卡尔德拉诺,巴西,12790,2019-11
梁靖崑,中国,12575,2019-11
蒂姆·波尔,德国,12445,2019-11
马蒂亚斯·法尔克,瑞典,12140,2019-11
林昀儒,中国台湾,11055,2019-11
许昕,中国,16600,2019-12
樊振东,中国,16150,2019-12
马龙,中国,15285,2019-12
林高远,中国,14885,2019-12
张本智和,日本,13890,2019-12
雨果·卡尔德拉诺,巴西,13080,2019-12
林昀儒,中国台湾,12210,2019-12
梁靖崑,中国,11715,2019-12
马蒂亚斯·法尔克,瑞典,11490,2019-12
蒂姆·波尔,德国,11315,2019-12
樊振东,中国,16915,2020-01
许昕,中国,16475,2020-01
马龙,中国,15975,2020-01
林高远,中国,14250,2020-01
张本智和,日本,12615,2020-01
林昀儒,中国台湾,12585,2020-01
雨果·卡尔德拉诺,巴西,12315,2020-01
马蒂亚斯·法尔克,瑞典,11630,2020-01
梁靖崑,中国,11205,2020-01
蒂姆·波尔,德国,10910,2020-01
许昕,中国,17260,2020-02
樊振东,中国,16915,2020-02
马龙,中国,16335,2020-02
林高远,中国,13915,2020-02
张本智和,日本,12615,2020-02
林昀儒,中国台湾,12585,2020-02
雨果·卡尔德拉诺,巴西,12315,2020-02
马蒂亚斯·法尔克,瑞典,11630,2020-02
梁靖崑,中国,11205,2020-02
奥恰洛夫,德国,11075,2020-02
许昕,中国,17260,2020-03
樊振东,中国,16915,2020-03
马龙,中国,16335,2020-03
林高远,中国,13915,2020-03
张本智和,日本,13245,2020-03
林昀儒,中国台湾,12585,2020-03
雨果·卡尔德拉诺,巴西,12315,2020-03
马蒂亚斯·法尔克,瑞典,11630,2020-03
梁靖崑,中国,11205,2020-03
蒂姆·波尔,德国,10910,2020-03
樊振东,中国,17915,2020-04
许昕,中国,17260,2020-04
马龙,中国,15525,2020-04
张本智和,日本,13245,2020-04
林高远,中国,13240,2020-04
雨果·卡尔德拉诺,巴西,12315,2020-04
林昀儒,中国台湾,12160,2020-04
梁靖崑,中国,11205,2020-04
马蒂亚斯·法尔克,瑞典,11065,2020-04
蒂姆·波尔,德国,10910,2020-04
樊振东,中国,17915,2020-11
许昕,中国,17260,2020-11
马龙,中国,15525,2020-11
张本智和,日本,13245,2020-11
林高远,中国,13240,2020-11
雨果·卡尔德拉诺,巴西,12315,2020-11
林昀儒,中国台湾,12160,2020-11
梁靖崑,中国,11205,2020-11
马蒂亚斯·法尔克,瑞典,11065,2020-11
蒂姆·波尔,德国,10910,2020-11
樊振东,中国,18490,2020-12
许昕,中国,17260,2020-12
马龙,中国,17020,2020-12
林高远,中国,13390,2020-12
张本智和,日本,12990,2020-12
雨果·卡尔德拉诺,巴西,12315,2020-12
林昀儒,中国台湾,12150,2020-12
马蒂亚斯·法尔克,瑞典,11695,2020-12
梁靖崑,中国,11205,2020-12
蒂姆·波尔,德国,10685,2020-12
